,date,users,messages,year,month,day,hour,minute
0,2024-07-02 13:21:00,Other Notification,"Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. Tap to learn more.",2024,July,2,13,21
1,2024-07-02 13:21:00,Dev,https://maps.app.goo.gl/SwH2deQKm2k4tKPk9,2024,July,2,13,21
2,2024-07-02 13:22:00,🎀 Pookie 🎀,location share kro apna,2024,July,2,13,22
3,2024-07-02 13:22:00,🎀 Pookie 🎀,👀,2024,July,2,13,22
4,2024-07-02 13:22:00,Dev,Apna,2024,July,2,13,22
5,2024-07-02 13:22:00,🎀 Pookie 🎀,hm,2024,July,2,13,22
6,2024-07-02 13:23:00,Dev,,2024,July,2,13,23
7,2024-07-02 13:23:00,Dev,Kyu ghar tak aa jaougi 👀,2024,July,2,13,23
8,2024-07-02 13:24:00,🎀 Pookie 🎀,nhi,2024,July,2,13,24
9,2024-07-02 13:24:00,🎀 Pookie 🎀,bs dekhungi,2024,July,2,13,24
10,2024-07-02 13:25:00,Dev,Acha.,2024,July,2,13,25
11,2024-07-02 13:25:00,Dev,Vaise,2024,July,2,13,25
12,2024-07-02 13:25:00,Dev,Vo oldd nahi h,2024,July,2,13,25
13,2024-07-02 13:25:00,Dev,Wait,2024,July,2,13,25
14,2024-07-02 13:25:00,🎀 Pookie 🎀,are,2024,July,2,13,25
15,2024-07-02 13:25:00,🎀 Pookie 🎀,👀,2024,July,2,13,25
16,2024-07-02 13:26:00,Dev,Ummm,2024,July,2,13,26
17,2024-07-02 13:26:00,Dev,🥲🥲,2024,July,2,13,26
18,2024-07-02 13:27:00,Dev,Umm.,2024,July,2,13,27
19,2024-07-02 13:27:00,Dev,Usko bolte bbi h,2024,July,2,13,27
20,2024-07-02 13:27:00,Dev,Or nhi. Bhi,2024,July,2,13,27
21,2024-07-02 13:28:00,🎀 Pookie 🎀,🤦,2024,July,2,13,28
22,2024-07-02 13:28:00,Dev,Are,2024,July,2,13,28
23,2024-07-02 13:28:00,Dev,Tumne red light to dekhi h na,2024,July,2,13,28
24,2024-07-02 13:28:00,🎀 Pookie 🎀,aap aage tk aao,2024,July,2,13,28
25,2024-07-02 13:29:00,🎀 Pookie 🎀,khud confused ho muje bhi kr rhe ho,2024,July,2,13,29
26,2024-07-02 13:29:00,Dev,😂😂,2024,July,2,13,29
27,2024-07-02 13:29:00,🎀 Pookie 🎀,kahi aur hi chli gyi phir,2024,July,2,13,29
28,2024-07-02 13:29:00,Dev,Acha,2024,July,2,13,29
29,2024-07-02 13:29:00,🎀 Pookie 🎀,dekha tha kl maine,2024,July,2,13,29
30,2024-07-02 13:29:00,Dev,🥲🥲,2024,July,2,13,29
31,2024-07-02 13:29:00,🎀 Pookie 🎀,😂😂😂,2024,July,2,13,29
32,2024-07-02 13:29:00,Dev,Suno,2024,July,2,13,29
33,2024-07-02 13:29:00,🎀 Pookie 🎀,hm,2024,July,2,13,29
34,2024-07-02 13:29:00,Dev,Vo pizza villa wali road poori cross kr loge ?,2024,July,2,13,29
35,2024-07-02 13:29:00,🎀 Pookie 🎀,oki,2024,July,2,13,29
36,2024-07-02 13:29:00,Dev,Auto lelena,2024,July,2,13,29
37,2024-07-02 13:29:00,🎀 Pookie 🎀,ok,2024,July,2,13,29
